DealID,LeadSource,DealStage,Amount,CloseDate,EntryDate,Salesperson
8233,Referral,Closed Won,169,2020-09-29,2020-09-23,Jon Boyd
4448,Referral,Closed Won,169,2020-11-22,2020-11-17,Jon Boyd
1311,Referral,Lead,162,2023-06-22,2023-06-21,Jon Boyd
4514,Referral,Lead,11,2023-09-09,2023-09-07,Jon Boyd
8741,Referral,Lead,73,2023-07-26,2023-07-25,Jon Boyd
8588,Referral,Negotiating,168,2024-07-19,2024-07-12,Jon Boyd
6823,Referral,Negotiating,168,2024-11-08,2024-11-03,Jon Boyd
5388,Referral,Closed Won,168,2024-02-22,2024-02-19,Jon Boyd
826,Referral,Closed Won,168,2020-05-16,2020-05-10,Jon Boyd
1957,Referral,Negotiating,168,2024-09-07,2024-09-03,Jon Boyd
69,Referral,Closed Won,168,2020-12-11,2020-12-06,Jon Boyd
1673,Referral,Negotiating,168,2024-07-08,2024-07-04,Jon Boyd
1388,Referral,Prospect,168,2023-02-06,2023-02-06,Jon Boyd
4468,Referral,Negotiating,168,2024-12-02,2024-11-25,Jon Boyd
5190,Referral,Negotiating,168,2024-11-19,2024-11-15,Jon Boyd
4606,Referral,Negotiating,168,2021-05-30,2021-05-27,Jon Boyd
7560,Referral,Closed Won,168,2020-11-06,2020-11-02,Jon Boyd
5267,Referral,Prospect,168,2024-10-04,2024-10-01,Jon Boyd
9499,Referral,Prospect,168,2024-11-08,2024-11-06,Jon Boyd
7695,Referral,Prospect,168,2023-03-23,2023-03-23,Jon Boyd
4318,Referral,Closed Won,168,2021-08-03,2021-07-27,Jon Boyd
7409,Referral,Closed Won,168,2023-06-07,2023-05-31,Jon Boyd
946,Referral,Closed Won,168,2021-06-04,2021-05-30,Jon Boyd
5070,Referral,Closed Won,168,2020-08-13,2020-08-09,Jon Boyd
685,Referral,Prospect,167,2024-11-05,2024-11-05,Jon Boyd
3123,Referral,Lead,79,2021-06-13,2021-06-12,Jon Boyd
6159,Referral,Negotiating,167,2023-08-06,2023-08-04,Jon Boyd
9022,Referral,Closed Won,167,2021-11-21,2021-11-16,Jon Boyd
706,Referral,Closed Won,167,2020-09-18,2020-09-13,Jon Boyd
246,Referral,Negotiating,167,2020-06-07,2020-06-02,Jon Boyd
7040,Referral,Negotiating,167,2024-12-24,2024-12-18,Jon Boyd
6239,Referral,Closed Won,167,2021-12-17,2021-12-13,Jon Boyd
9468,Referral,Negotiating,167,2024-11-11,2024-11-06,Jon Boyd
4654,Referral,Closed Won,166,2024-02-24,2024-02-18,Jon Boyd
2671,Referral,Negotiating,166,2020-09-13,2020-09-10,Jon Boyd
7868,Referral,Negotiating,166,2020-11-25,2020-11-20,Jon Boyd
3093,Referral,Closed Won,166,2023-03-09,2023-03-04,Jon Boyd
5225,Referral,Negotiating,166,2024-09-18,2024-09-13,Jon Boyd
2675,Referral,Prospect,166,2024-12-04,2024-12-04,Jon Boyd
1969,Cold Call,Negotiating,166,2024-12-29,2024-12-22,Jon Boyd
693,Referral,Closed Won,166,2021-04-03,2021-03-29,Jon Boyd
2262,Referral,Prospect,166,2021-12-19,2021-12-19,Jon Boyd
1936,Referral,Negotiating,166,2024-12-04,2024-11-28,Jon Boyd
8078,Referral,Closed Won,166,2021-06-30,2021-06-24,Jon Boyd
8605,Referral,Closed Won,166,2023-01-09,2023-01-04,Jon Boyd
8897,Referral,Closed Won,166,2023-08-23,2023-08-16,Jon Boyd
8496,Referral,Closed Won,166,2023-12-09,2023-12-03,Jon Boyd
8415,Referral,Closed Won,166,2023-12-22,2023-12-18,Jon Boyd
1413,Referral,Closed Won,165,2023-07-14,2023-07-10,Jon Boyd
1238,Referral,Prospect,165,2023-10-29,2023-10-29,Jon Boyd
2684,Referral,Closed Won,165,2024-01-28,2024-01-22,Jon Boyd
223,Referral,Lead,73,2021-12-28,2021-12-25,Jon Boyd
2654,Referral,Negotiating,165,2024-09-22,2024-09-18,Jon Boyd
6694,Referral,Negotiating,165,2024-10-03,2024-10-01,Jon Boyd
4185,Referral,Lead,82,2023-12-08,2023-12-06,Jon Boyd
7408,Referral,Lead,12,2024-01-22,2024-01-21,Jon Boyd
1446,Referral,Prospect,165,2024-06-17,2024-06-14,Jon Boyd
9467,Referral,Negotiating,165,2024-11-11,2024-11-06,Jon Boyd
8402,Referral,Negotiating,165,2021-12-10,2021-12-06,Jon Boyd
2570,Cold Call,Prospect,164,2024-12-28,2024-12-28,Jon Boyd
5237,Referral,Closed Won,164,2020-09-25,2020-09-21,Jon Boyd
5289,Referral,Negotiating,164,2024-05-06,2024-05-01,Jon Boyd
7696,Referral,Prospect,164,2024-07-06,2024-07-03,Jon Boyd
6133,Referral,Negotiating,164,2024-09-21,2024-09-16,Jon Boyd
3700,Referral,Negotiating,164,2024-11-19,2024-11-14,Jon Boyd
4685,Referral,Closed Won,164,2023-09-04,2023-08-30,Jon Boyd
9281,Referral,Closed Won,164,2023-09-25,2023-09-21,Jon Boyd
9320,Referral,Negotiating,164,2024-07-26,2024-07-21,Jon Boyd
7092,Referral,Closed Won,163,2021-01-14,2021-01-10,Jon Boyd
6702,Referral,Closed Won,163,2021-05-25,2021-05-21,Jon Boyd
7342,Referral,Closed Won,163,2020-08-02,2020-07-27,Jon Boyd
2046,Referral,Closed Won,163,2023-07-22,2023-07-18,Jon Boyd
3714,Referral,Prospect,163,2024-04-25,2024-04-22,Jon Boyd
5981,Referral,Closed Won,162,2020-09-14,2020-09-08,Jon Boyd
9934,Referral,Lead,165,2020-07-15,2020-07-12,Jon Boyd
449,Referral,Negotiating,162,2023-04-04,2023-04-02,Jon Boyd
845,Referral,Lead,11,2023-11-10,2023-11-08,Jon Boyd
626,Referral,Closed Won,162,2021-12-04,2021-11-30,Jon Boyd
8636,Referral,Lead,175,2020-05-03,2020-05-01,Jon Boyd
229,Referral,Closed Won,162,2021-03-05,2021-03-01,Jon Boyd
70,Referral,Lead,76,2023-06-07,2023-06-05,Jon Boyd
3916,Referral,Negotiating,162,2024-07-24,2024-07-19,Jon Boyd
8125,Referral,Negotiating,162,2024-09-13,2024-09-08,Jon Boyd
5431,Referral,Negotiating,162,2024-10-26,2024-10-22,Jon Boyd
4300,Referral,Negotiating,161,2024-08-27,2024-08-24,Jon Boyd
6162,Referral,Lead,12,2020-03-22,2020-03-20,Jon Boyd
4111,Referral,Closed Won,161,2023-01-02,2021-12-26,Jon Boyd
3373,Referral,Negotiating,161,2024-10-01,2024-09-24,Jon Boyd
975,Referral,Negotiating,161,2024-10-09,2024-10-06,Jon Boyd
1659,Referral,Closed Won,161,2024-01-27,2024-01-21,Jon Boyd
576,Referral,Negotiating,161,2021-09-23,2021-09-19,Jon Boyd
1999,Online Ad,Lead,162,2020-02-10,2020-02-07,Jon Boyd
2365,Referral,Closed Won,160,2023-03-19,2023-03-14,Jon Boyd
7689,Referral,Closed Won,160,2023-11-30,2023-11-26,Jon Boyd
938,Referral,Prospect,160,2024-11-07,2024-11-06,Jon Boyd
2012,Referral,Prospect,160,2021-12-12,2021-12-12,Jon Boyd
1722,Referral,Closed Won,160,2021-12-26,2021-12-21,Jon Boyd
3953,Referral,Closed Won,160,2023-03-09,2023-03-02,Jon Boyd
9635,Referral,Lead,79,2020-10-18,2020-10-15,Jon Boyd
9108,Referral,Lead,22,2021-05-29,2021-05-26,Jon Boyd
9886,Referral,Closed Won,160,2020-04-09,2020-04-04,Jon Boyd
8921,Referral,Closed Won,160,2020-05-04,2020-04-29,Jon Boyd
484,Referral,Closed Won,160,2020-07-28,2020-07-23,Jon Boyd
7839,Referral,Closed Won,160,2021-10-01,2021-09-26,Jon Boyd
9750,Referral,Closed Won,160,2023-03-09,2023-03-05,Jon Boyd
9141,Referral,Negotiating,160,2024-10-03,2024-10-01,Jon Boyd
1358,Referral,Lead,79,2023-05-08,2023-05-06,Jon Boyd
8145,Referral,Closed Won,160,2023-02-11,2023-02-06,Jon Boyd
4105,Referral,Negotiating,160,2024-08-14,2024-08-08,Jon Boyd
7719,Referral,Negotiating,160,2024-09-15,2024-09-10,Jon Boyd
6719,Referral,Closed Won,160,2023-04-16,2023-04-09,Jon Boyd
2118,Referral,Closed Won,160,2023-09-24,2023-09-20,Jon Boyd
9696,Referral,Lead,74,2023-12-15,2023-12-12,Jon Boyd
9865,Referral,Closed Won,160,2024-01-21,2024-01-15,Jon Boyd
5276,Referral,Negotiating,160,2024-12-21,2024-12-15,Jon Boyd
1154,Referral,Closed Won,160,2024-01-07,2024-01-01,Jon Boyd
4374,Referral,Negotiating,160,2024-07-26,2024-07-24,Jon Boyd
8680,Referral,Negotiating,160,2023-09-08,2023-09-03,Jon Boyd
6913,Referral,Negotiating,160,2024-05-06,2024-05-03,Jon Boyd
8984,Referral,Closed Won,159,2023-03-13,2023-03-07,Jon Boyd
6539,Referral,Closed Won,159,2021-10-31,2021-10-26,Jon Boyd
8289,Referral,Closed Won,159,2020-08-17,2020-08-13,Jon Boyd
2424,Cold Call,Negotiating,159,2024-12-31,2024-12-26,Jon Boyd
1380,Referral,Negotiating,159,2020-08-10,2020-08-05,Jon Boyd
6553,Referral,Negotiating,159,2024-12-22,2024-12-17,Jon Boyd
4115,Referral,Closed Won,158,2021-05-08,2021-05-03,Jon Boyd
6453,Referral,Negotiating,158,2021-12-24,2021-12-20,Jon Boyd
8326,Referral,Prospect,158,2024-09-10,2024-09-09,Jon Boyd
6383,Referral,Closed Won,158,2023-04-03,2023-03-30,Jon Boyd
4840,Referral,Prospect,158,2024-06-04,2024-06-02,Jon Boyd
89,Referral,Negotiating,158,2023-04-11,2023-04-06,Jon Boyd
7557,Referral,Negotiating,158,2024-12-03,2024-11-28,Jon Boyd
5197,Referral,Closed Won,158,2020-05-16,2020-05-11,Jon Boyd
7309,Referral,Negotiating,158,2023-11-08,2023-11-06,Jon Boyd
297,Referral,Lead,79,2020-12-29,2020-12-27,Jon Boyd
7156,Referral,Negotiating,158,2021-12-28,2021-12-26,Jon Boyd
119,Referral,Closed Won,158,2021-04-11,2021-04-06,Jon Boyd
751,Referral,Negotiating,158,2024-10-07,2024-10-03,Jon Boyd
2934,Referral,Closed Won,157,2023-12-13,2023-12-07,Jon Boyd
7412,Referral,Negotiating,157,2024-06-04,2024-05-31,Jon Boyd
8176,Referral,Closed Won,157,2023-02-05,2023-01-31,Jon Boyd
5968,Referral,Lead,82,2023-01-18,2023-01-16,Jon Boyd
1328,Referral,Lead,11,2023-04-02,2023-03-31,Jon Boyd
2833,Referral,Closed Won,156,2020-11-06,2020-11-02,Jon Boyd
1604,Referral,Negotiating,156,2024-12-05,2024-12-01,Jon Boyd
4691,Referral,Lead,72,2020-12-23,2020-12-21,Jon Boyd
6692,Referral,Negotiating,156,2024-08-06,2024-08-01,Jon Boyd
1018,Referral,Closed Won,156,2021-07-11,2021-07-07,Jon Boyd
8945,Referral,Lead,165,2020-12-09,2020-12-08,Jon Boyd
8955,Referral,Negotiating,155,2020-08-11,2020-08-09,Jon Boyd
7266,Referral,Negotiating,155,2020-11-27,2020-11-24,Jon Boyd
1314,Referral,Closed Won,155,2023-10-02,2023-09-25,Jon Boyd
8399,Referral,Negotiating,155,2024-11-08,2024-11-03,Jon Boyd
2539,Referral,Negotiating,155,2021-01-30,2021-01-28,Jon Boyd
2583,Online Ad,Closed Won,155,2020-02-01,2020-01-27,Jon Boyd
3867,Referral,Negotiating,155,2024-04-26,2024-04-24,Jon Boyd
1012,Referral,Negotiating,155,2024-06-22,2024-06-18,Jon Boyd
3646,Referral,Negotiating,155,2020-12-24,2020-12-21,Jon Boyd
2362,Referral,Closed Won,155,2020-03-22,2020-03-18,Jon Boyd
7759,Referral,Negotiating,155,2024-11-17,2024-11-14,Jon Boyd
5685,Referral,Closed Won,155,2020-04-09,2020-04-03,Jon Boyd
7846,Referral,Closed Won,155,2021-10-03,2021-09-28,Jon Boyd
7674,Referral,Negotiating,155,2021-11-30,2021-11-28,Jon Boyd
5958,Referral,Negotiating,155,2023-03-16,2023-03-13,Jon Boyd
7814,Referral,Lead,11,2023-02-16,2023-02-15,Jon Boyd
6980,Referral,Closed Won,155,2024-01-20,2024-01-15,Jon Boyd
8509,Referral,Lead,175,2021-12-15,2021-12-12,Jon Boyd
7146,Referral,Closed Won,155,2024-03-17,2024-03-12,Jon Boyd
3390,Referral,Negotiating,155,2024-10-12,2024-10-08,Jon Boyd
1392,Referral,Prospect,154,2023-02-06,2023-02-06,Jon Boyd
2776,Referral,Closed Won,154,2023-10-26,2023-10-22,Jon Boyd
1734,Referral,Closed Won,154,2023-07-15,2023-07-11,Jon Boyd
9896,Referral,Closed Won,154,2020-10-02,2020-09-27,Jon Boyd
7372,Referral,Closed Won,154,2024-01-10,2024-01-08,Jon Boyd
4604,Referral,Negotiating,154,2021-05-30,2021-05-27,Jon Boyd
4385,Referral,Closed Won,154,2021-07-28,2021-07-21,Jon Boyd
2481,Referral,Negotiating,154,2024-06-26,2024-06-20,Jon Boyd
4028,Referral,Prospect,154,2024-08-14,2024-08-12,Jon Boyd
2876,Referral,Negotiating,154,2023-01-24,2023-01-22,Jon Boyd
2192,Referral,Closed Won,154,2023-12-18,2023-12-11,Jon Boyd
6075,Cold Call,Negotiating,154,2024-12-30,2024-12-26,Jon Boyd
3684,Referral,Closed Won,153,2021-07-15,2021-07-10,Jon Boyd
2134,Referral,Closed Won,153,2021-12-05,2021-12-01,Jon Boyd
539,Referral,Closed Won,153,2021-12-12,2021-12-08,Jon Boyd
7676,Referral,Negotiating,153,2024-05-10,2024-05-07,Jon Boyd
9823,Referral,Closed Won,153,2020-08-20,2020-08-16,Jon Boyd
1310,Referral,Lead,162,2023-06-22,2023-06-21,Jon Boyd
1432,Referral,Negotiating,153,2020-12-22,2020-12-20,Jon Boyd
6072,Referral,Closed Won,153,2023-01-05,2022-01-01,Jon Boyd
6836,Referral,Negotiating,153,2024-10-21,2024-10-16,Jon Boyd
8006,Referral,Lead,10,2020-12-04,2020-12-02,Jon Boyd
2475,Referral,Lead,83,2023-11-07,2023-11-04,Jon Boyd
9553,Referral,Closed Won,152,2021-06-04,2021-05-31,Jon Boyd
3865,Referral,Closed Won,152,2021-12-04,2021-11-29,Jon Boyd
6315,Referral,Closed Won,152,2020-11-30,2020-11-25,Jon Boyd
8107,Referral,Lead,175,2024-02-20,2024-02-18,Jon Boyd
7225,Referral,Closed Won,152,2023-07-19,2023-07-15,Jon Boyd
9947,Online Ad,Closed Won,151,2020-03-07,2020-03-03,Jon Boyd
2158,Referral,Lead,162,2020-06-25,2020-06-23,Jon Boyd
5366,Referral,Closed Won,151,2023-11-25,2023-11-21,Jon Boyd
8971,Referral,Negotiating,151,2024-12-08,2024-12-03,Jon Boyd
6081,Referral,Prospect,151,2024-08-09,2024-08-06,Jon Boyd
4600,Referral,Closed Won,151,2021-07-21,2021-07-17,Jon Boyd
6363,Referral,Negotiating,151,2024-11-26,2024-11-22,Jon Boyd
6738,Referral,Closed Won,151,2023-04-18,2023-04-11,Jon Boyd
8557,Referral,Prospect,150,2021-03-23,2021-03-23,Jon Boyd
9407,Referral,Lead,8,2020-03-18,2020-03-15,Jon Boyd
3217,Referral,Closed Won,150,2020-05-18,2020-05-14,Jon Boyd
7824,Referral,Closed Won,150,2020-09-02,2020-08-27,Jon Boyd
3009,Referral,Lead,192,2023-12-07,2023-12-06,Jon Boyd
968,Referral,Lead,192,2024-04-12,2024-04-10,Jon Boyd
149,Referral,Closed Won,150,2023-12-10,2023-12-06,Jon Boyd
37,Referral,Lead,191,2023-12-11,2023-12-09,Jon Boyd
184,Referral,Negotiating,150,2020-11-25,2020-11-20,Jon Boyd
3962,Referral,Closed Won,150,2021-10-25,2021-10-20,Jon Boyd
7382,Referral,Closed Won,150,2023-09-19,2023-09-14,Jon Boyd
890,Referral,Negotiating,150,2024-06-27,2024-06-21,Jon Boyd
6721,Referral,Negotiating,150,2024-09-25,2024-09-20,Jon Boyd
9047,Referral,Negotiating,150,2024-12-21,2024-12-17,Jon Boyd
9787,Referral,Prospect,150,2020-11-06,2020-11-06,Jon Boyd
6407,Referral,Negotiating,150,2024-09-03,2024-09-01,Jon Boyd
2140,Referral,Closed Won,150,2020-06-12,2020-06-07,Jon Boyd
6571,Referral,Closed Won,149,2020-04-23,2020-04-19,Jon Boyd
919,Referral,Closed Won,149,2023-03-12,2023-03-06,Jon Boyd
3201,Referral,Negotiating,149,2020-05-21,2020-05-19,Jon Boyd
7602,Referral,Closed Won,149,2020-09-23,2020-09-18,Jon Boyd
3330,Referral,Closed Won,148,2020-11-16,2020-11-12,Jon Boyd
4545,Referral,Negotiating,148,2021-07-18,2021-07-13,Jon Boyd
7454,Referral,Negotiating,148,2024-07-02,2024-06-26,Jon Boyd
1708,Referral,Negotiating,148,2024-11-06,2024-10-31,Jon Boyd
3868,Referral,Negotiating,148,2021-10-28,2021-10-24,Jon Boyd
3639,Referral,Closed Won,148,2023-11-15,2023-11-11,Jon Boyd
7014,Referral,Negotiating,148,2024-12-12,2024-12-10,Jon Boyd
8116,Referral,Negotiating,148,2024-09-05,2024-08-30,Jon Boyd
8417,Referral,Prospect,148,2024-05-12,2024-05-10,Jon Boyd
9849,Referral,Negotiating,148,2024-09-05,2024-09-03,Jon Boyd
9871,Referral,Lead,22,2020-11-04,2020-11-02,Jon Boyd
7472,Referral,Closed Won,147,2021-09-21,2021-09-16,Jon Boyd
3488,Referral,Negotiating,147,2024-09-12,2024-09-06,Jon Boyd
4461,Referral,Prospect,147,2024-10-02,2024-09-29,Jon Boyd
7713,Referral,Negotiating,147,2024-10-31,2024-10-29,Jon Boyd
42,Referral,Negotiating,147,2024-09-16,2024-09-11,Jon Boyd
8770,Referral,Prospect,147,2023-09-14,2023-09-13,Jon Boyd
7595,Referral,Negotiating,147,2024-04-25,2024-04-21,Jon Boyd
6601,Referral,Closed Won,147,2020-12-08,2020-12-03,Jon Boyd
6960,Referral,Negotiating,147,2021-09-30,2021-09-28,Jon Boyd
721,Referral,Closed Won,147,2023-02-19,2023-02-14,Jon Boyd
6682,Referral,Negotiating,147,2024-09-08,2024-09-03,Jon Boyd
2139,Referral,Prospect,147,2024-11-17,2024-11-17,Jon Boyd
7015,Referral,Negotiating,147,2020-03-14,2020-03-12,Jon Boyd
9340,Referral,Negotiating,147,2020-10-23,2020-10-20,Jon Boyd
2383,Referral,Lead,176,2024-03-27,2024-03-26,Jon Boyd
65,Referral,Closed Won,147,2021-12-01,2021-11-25,Jon Boyd
6883,Referral,Negotiating,147,2021-12-06,2021-12-02,Jon Boyd
2088,Referral,Closed Won,147,2023-06-29,2023-06-24,Jon Boyd
9366,Referral,Lead,12,2020-08-26,2020-08-23,Jon Boyd
9311,Referral,Closed Won,147,2023-09-01,2023-08-27,Jon Boyd
8081,Referral,Closed Won,147,2021-11-02,2021-10-27,Jon Boyd
7518,Referral,Negotiating,146,2024-12-13,2024-12-10,Jon Boyd
2066,Referral,Closed Won,146,2020-11-05,2020-11-01,Jon Boyd
8508,Referral,Closed Won,146,2023-03-13,2023-03-09,Jon Boyd
4593,Referral,Closed Won,146,2024-01-01,2023-12-27,Jon Boyd
6604,Referral,Prospect,146,2024-06-21,2024-06-18,Jon Boyd
4103,Referral,Negotiating,146,2024-06-24,2024-06-20,Jon Boyd
3812,Referral,Closed Won,146,2021-11-20,2021-11-13,Jon Boyd
6834,Referral,Prospect,146,2023-09-09,2023-09-09,Jon Boyd
2438,Referral,Negotiating,146,2020-11-21,2020-11-19,Jon Boyd
8985,Referral,Closed Won,146,2023-03-13,2023-03-07,Jon Boyd
5509,Referral,Closed Won,146,2021-10-13,2021-10-09,Jon Boyd
1369,Referral,Prospect,146,2024-07-12,2024-07-09,Jon Boyd
2800,Referral,Negotiating,146,2024-10-28,2024-10-21,Jon Boyd
7995,Referral,Negotiating,146,2021-11-24,2021-11-21,Jon Boyd
4646,Referral,Closed Won,146,2023-08-17,2023-08-13,Jon Boyd
7171,Referral,Negotiating,146,2024-10-15,2024-10-09,Jon Boyd
1933,Referral,Negotiating,146,2024-08-11,2024-08-07,Jon Boyd
1360,Referral,Negotiating,146,2020-10-02,2020-09-27,Jon Boyd
403,Referral,Lead,10,2020-12-27,2020-12-25,Jon Boyd
8655,Referral,Prospect,145,2020-09-14,2020-09-14,Jon Boyd
1228,Referral,Lead,194,2023-12-06,2023-12-05,Jon Boyd
2933,Referral,Prospect,145,2021-08-09,2021-08-09,Jon Boyd
9459,Referral,Closed Won,145,2020-10-15,2020-10-10,Jon Boyd
6317,Referral,Closed Won,144,2020-11-30,2020-11-25,Jon Boyd
7125,Referral,Closed Won,144,2021-08-17,2021-08-10,Jon Boyd
5172,Referral,Negotiating,144,2023-05-30,2023-05-28,Jon Boyd
600,Referral,Closed Won,144,2023-07-22,2023-07-17,Jon Boyd
171,Referral,Closed Won,144,2020-09-13,2020-09-09,Jon Boyd
6706,Referral,Closed Won,144,2021-06-29,2021-06-24,Jon Boyd
789,Referral,Closed Won,144,2021-07-01,2021-06-27,Jon Boyd
7173,Referral,Closed Won,144,2024-03-31,2024-03-27,Jon Boyd
2543,Referral,Negotiating,144,2020-10-02,2020-09-27,Jon Boyd
9081,Referral,Negotiating,144,2024-09-14,2024-09-12,Jon Boyd
8912,Referral,Negotiating,144,2024-11-09,2024-11-05,Jon Boyd
6267,Referral,Closed Won,144,2020-11-09,2020-11-04,Jon Boyd
5351,Referral,Negotiating,144,2024-12-17,2024-12-10,Jon Boyd
915,Referral,Prospect,144,2024-11-30,2024-11-28,Jon Boyd
2843,Referral,Closed Won,144,2024-03-28,2024-03-24,Jon Boyd
8880,Referral,Lead,193,2021-03-26,2021-03-24,Jon Boyd
2253,Referral,Negotiating,144,2023-04-18,2023-04-16,Jon Boyd
144,Referral,Negotiating,144,2024-09-24,2024-09-19,Jon Boyd
8329,Referral,Negotiating,144,2024-10-12,2024-10-07,Jon Boyd
7023,Referral,Closed Won,144,2020-08-28,2020-08-24,Jon Boyd
2275,Referral,Negotiating,143,2020-10-09,2020-10-04,Jon Boyd
9165,Referral,Closed Won,143,2021-06-13,2021-06-09,Jon Boyd
1267,Referral,Closed Won,143,2020-12-30,2020-12-25,Jon Boyd
6533,Referral,Negotiating,143,2024-12-09,2024-12-05,Jon Boyd
603,Referral,Closed Won,143,2020-03-20,2020-03-16,Jon Boyd
8702,Referral,Negotiating,143,2024-06-21,2024-06-16,Jon Boyd
5602,Referral,Prospect,142,2020-10-04,2020-10-04,Jon Boyd
3623,Referral,Closed Won,142,2020-09-20,2020-09-15,Jon Boyd
4697,Referral,Prospect,142,2021-12-18,2021-12-18,Jon Boyd
7317,Referral,Closed Won,142,2023-10-21,2023-10-17,Jon Boyd
6061,Referral,Closed Won,142,2021-04-17,2021-04-11,Jon Boyd
8943,Referral,Lead,180,2023-11-06,2023-11-04,Jon Boyd
5532,Referral,Lead,180,2023-06-08,2023-06-07,Jon Boyd
3698,Referral,Negotiating,142,2021-11-22,2021-11-20,Jon Boyd
3369,Referral,Closed Won,142,2021-11-26,2021-11-22,Jon Boyd
7123,Referral,Negotiating,142,2024-12-09,2024-12-02,Jon Boyd
7151,Cold Call,Negotiating,142,2024-12-27,2024-12-23,Jon Boyd
8406,Referral,Negotiating,142,2024-07-13,2024-07-09,Jon Boyd
6298,Referral,Closed Won,142,2021-01-02,2020-12-29,Jon Boyd
284,Referral,Closed Won,142,2021-10-03,2021-09-27,Jon Boyd
6283,Referral,Closed Won,142,2021-11-27,2021-11-21,Jon Boyd
8071,Referral,Closed Won,141,2024-01-06,2024-01-02,Jon Boyd
9634,Referral,Lead,177,2020-10-18,2020-10-15,Jon Boyd
1855,Referral,Negotiating,141,2021-07-26,2021-07-21,Jon Boyd
2385,Referral,Lead,186,2024-03-27,2024-03-26,Jon Boyd
1213,Referral,Negotiating,141,2024-09-14,2024-09-10,Jon Boyd
7501,Referral,Negotiating,141,2024-07-19,2024-07-15,Jon Boyd
1842,Referral,Closed Won,141,2023-07-24,2023-07-19,Jon Boyd
9972,Referral,Closed Won,141,2021-07-03,2021-06-29,Jon Boyd
4629,Referral,Closed Won,141,2023-11-19,2023-11-14,Jon Boyd
1335,Referral,Closed Won,141,2020-05-11,2020-05-07,Jon Boyd
6790,Referral,Negotiating,141,2021-09-10,2021-09-08,Jon Boyd
3066,Referral,Closed Won,141,2024-03-19,2024-03-14,Jon Boyd
9741,Referral,Closed Won,141,2024-03-22,2024-03-17,Jon Boyd
5672,Referral,Negotiating,140,2021-06-12,2021-06-10,Jon Boyd
9026,Referral,Closed Won,140,2023-07-03,2023-06-27,Jon Boyd
7612,Referral,Lead,10,2021-02-12,2021-02-09,Jon Boyd
9620,Referral,Negotiating,140,2024-11-22,2024-11-17,Jon Boyd
1790,Referral,Closed Won,140,2021-02-20,2021-02-16,Jon Boyd
6645,Referral,Closed Won,140,2021-08-17,2021-08-11,Jon Boyd
2320,Referral,Lead,194,2021-12-27,2021-12-24,Jon Boyd
2166,Referral,Closed Won,140,2023-10-20,2023-10-14,Jon Boyd
6542,Referral,Prospect,140,2024-11-20,2024-11-17,Jon Boyd
2132,Referral,Negotiating,140,2020-05-23,2020-05-21,Jon Boyd
415,Referral,Negotiating,140,2024-11-08,2024-11-04,Jon Boyd
9765,Referral,Closed Won,140,2020-06-24,2020-06-19,Jon Boyd
8638,Referral,Negotiating,140,2024-05-03,2024-04-28,Jon Boyd
3608,Referral,Negotiating,139,2020-09-29,2020-09-24,Jon Boyd
1444,Referral,Closed Won,139,2021-10-07,2021-10-02,Jon Boyd
5146,Referral,Closed Won,139,2024-02-08,2024-02-03,Jon Boyd
6785,Referral,Negotiating,139,2024-07-29,2024-07-26,Jon Boyd
9150,Referral,Closed Won,139,2020-06-07,2020-06-02,Jon Boyd
7200,Referral,Closed Won,138,2021-08-16,2021-08-12,Jon Boyd
8393,Referral,Negotiating,138,2023-12-07,2023-12-02,Jon Boyd
7222,Referral,Closed Won,138,2024-02-01,2024-01-28,Jon Boyd
728,Referral,Lead,183,2023-12-07,2023-12-04,Jon Boyd
5027,Referral,Negotiating,138,2024-08-04,2024-07-30,Jon Boyd
9637,Referral,Closed Won,138,2020-11-26,2020-11-19,Jon Boyd
8310,Online Ad,Closed Won,137,2020-03-08,2020-03-02,Jon Boyd
4601,Referral,Closed Won,137,2021-07-21,2021-07-17,Jon Boyd
3928,Referral,Closed Won,137,2020-09-22,2020-09-18,Jon Boyd
5466,Online Ad,Lead,181,2020-01-21,2020-01-20,Jon Boyd
2465,Referral,Negotiating,137,2024-12-10,2024-12-04,Jon Boyd
8439,Referral,Closed Won,137,2020-06-02,2020-05-29,Jon Boyd
8634,Referral,Lead,9,2023-07-30,2023-07-29,Jon Boyd
2604,Referral,Prospect,137,2023-06-05,2023-06-05,Jon Boyd
5704,Referral,Closed Won,137,2020-12-22,2020-12-15,Jon Boyd
5245,Referral,Negotiating,136,2023-08-05,2023-08-03,Jon Boyd
9451,Referral,Negotiating,136,2024-06-08,2024-06-04,Jon Boyd
6457,Referral,Closed Won,136,2020-08-12,2020-08-06,Jon Boyd
9804,Referral,Negotiating,136,2021-07-21,2021-07-19,Jon Boyd
8938,Referral,Negotiating,136,2021-12-20,2021-12-18,Jon Boyd
3268,Referral,Closed Won,136,2020-05-30,2020-05-23,Jon Boyd
9774,Referral,Closed Won,136,2023-07-04,2023-06-27,Jon Boyd
3114,Referral,Closed Won,136,2023-08-31,2023-08-24,Jon Boyd
318,Referral,Closed Won,136,2020-11-10,2020-11-05,Jon Boyd
6733,Referral,Lead,178,2020-07-08,2020-07-05,Jon Boyd
2915,Referral,Negotiating,136,2021-10-18,2021-10-13,Jon Boyd
3600,Referral,Negotiating,136,2020-09-15,2020-09-10,Jon Boyd
7142,Referral,Prospect,135,2024-09-08,2024-09-08,Jon Boyd
